('2017-04-13 12:26:29', 'JPMorgan Chase &amp; Co. 2017 Q1 - Results - Earnings Call Slides https://t.co/xKV7YNcylz $JPM'),,,,,,,,,,,,
('2017-04-13 12:26:08', '$JPM Q1 2017 Earnings Release is now available #earnings https://t.co/u523ocLyQM'),,,,,,,,,,,,
('2017-04-13 12:26:02', 'JPMorgan Chase Climbs After Beating Estimates (JPM) https://t.co/TyzgYzuV0k $jpm'),,,,,,,,,,,,
('2017-04-13 12:25:37', 'RT @EquityClock: Financial stocks dominate earnings on Thursday with $JPM $PNC $C $WFC set to report. Seasonal charts here: https://t.co/tfâ€_'),,,,,,,,,,,,
('2017-04-13 12:25:21'," ""$JPM is on radar for a sizzling BACON play later. Let's go for the gold! #stocks #tradeideas #investing"")",,,,,,,,,,,,
('2017-04-13 12:24:02'," ""$JPM - J.P. Morgan's Earnings Climb"," Boosted by Trading -- 2nd Update https://t.co/X61MxzBqmc"")",,,,,,,,,,,
('2017-04-13 12:23:55'," ""Instinet Reiterates Neutral Rating and $83 PT on JPMorgan $JPM; 1Q EPS Beat 'Driven by Higher Revs . @AnalystWire https://t.co/b5Kts2uoPt"")",,,,,,,,,,,,
('2017-04-13 12:23:53', 'RT @Lizardjb3: $JPM Earnings at a glance  @chigrl @HeidsterTrades @CamilleHurn @Lizardjb3 @MPX_Trader @michaeltg @LongTplexTrader @fa078a2fâ€_'),,,,,,,,,,,,
('2017-04-13 12:23:52'," ""Instinet Reiterates Neutral Rating and $83 PT on JPMorgan $JPM; 1Q EPS Beat 'Driven by Higher Revs ... https://t.co/ruuGxSTvhq"")",,,,,,,,,,,,
('2017-04-13 12:23:31', 'Scutify Pre-Market. JPMorgan Chase Beats Estimates, Samsung Galaxy S8 Pre-orders Beating S7. $JPM $C $WFC $VIXâ€_ https://t.co/2kR13rK5rS'),,,,,,,,,,,
('2017-04-13 12:23:30', 'Scutify Pre-Market. JPMorgan Chase Beats Estimates, Samsung Galaxy S8 Pre-orders Beating S7. $JPM $C $WFC $VIX $BBRY https://t.co/nXv77HhwVA'),,,,,,,,,,,
('2017-04-13 12:23:21', 'RT @stockaholism: 4/13 Thurs Market Movers &amp; News $JPM $PNC $AAPL $DIS $GS $WFC $TSLA $PIR $TWNK $ADBE $HBI $SIX CHARTS &amp;... https://t.co/Xâ€_'),,,,,,,,,,,,
('2017-04-13 12:23:14', '4/13 Thurs Market Movers &amp; News $JPM $PNC $AAPL $DIS $GS $WFC $TSLA $PIR $TWNK $ADBE $HBI $SIX CHARTS &amp;... https://t.co/XJ3zFu3AFg'),,,,,,,,,,,,
('2017-04-13 12:23:09', 'JPMorgan Chase &amp; Co. 2017 Q1 - Results - Earnings Call Slides https://t.co/zXcyAJbPnC $JPM'),,,,,,,,,,,,
('2017-04-13 12:22:59', '$JPM Earnings at a glance  @chigrl @HeidsterTrades @CamilleHurn @Lizardjb3 @MPX_Trader @michaeltg @LongTplexTraderâ€_ https://t.co/w9SIxwLQDo'),,,,,,,,,,,,
('2017-04-13 12:22:23', '4/13 Thurs Market Movers &amp; News $JPM $PNC $AAPL $DIS $GS $WFC $TSLA $PIR $TWNK $ADBE $HBI $SIX CHARTS &amp; DISCUSSIONâ€_ https://t.co/xzbhOHVMWX'),,,,,,,,,,,,
('2017-04-13 12:22:06', 'Bank ER today, $jpm $c did good but $wfc screwed up.'),,,,,,,,,,,
('2017-04-13 12:20:53', 'Market reacts to bank earnings from $JPM $WFC $C https://t.co/rXxC4rXjVR'),,,,,,,,,,,,
('2017-04-13 12:20:47', '$JPM Listen to Q1 2017 J P Morgan Chase  Earnings Call (EPS 1.65 vs EST 1.512) live at 08:30 AM,ondemand after https://t.co/JBmqwwqymK'),,,,,,,,,,,
('2017-04-13 12:19:12', 'RT @SimsOnFinance: JPM loan growth up 9% vs 2% expected.  Lower regs -&gt; Higher confidence among business leaders...\n\nhttps://t.co/76VHoGf9câ€_'),,,,,,,,,,,,
('2017-04-13 12:19:09', 'EARLY MOVERS: $JPM $PNC $AAPL $DIS $GS $WFC $TSLA $SEAS $PIR $TWNK $ADBE $HBI $SIX - CNBC  https://t.co/FjAWdjTbPJ'),,,,,,,,,,,,
('2017-04-13 12:18:59'," ""$JPM  Dimon says geopolitics 'rarely' affect White House plans to cut taxes"," introduce fiscal-stimulus legislation"")",,,,,,,,,,,
('2017-04-13 12:18:38', 'RT @SimsOnFinance: JPM loan growth up 9% vs 2% expected.  Lower regs -&gt; Higher confidence among business leaders...\n\nhttps://t.co/76VHoGf9câ€_'),,,,,,,,,,,,
('2017-04-13 12:18:27', '$JPM up 0.5% to 85.83 in PreM trading on posting Q1 adjusted EPS of 1.57, better than consensus of 1.52'),,,,,,,,,,,
('2017-04-13 12:18:09', 'Record 1Q #investmentbanking fees at $JPM: https://t.co/QnbqkqoYh0\n\nâ€” James Langford (JAYELANG) April 13, 2017'),,,,,,,,,,,
('2017-04-13 12:18:07', 'Stock Positive short-term news signal: $JPM\nJPMorgan Chase posts stellar first quarter amid strong loan growth andâ€_ https://t.co/zdmzyrTF83'),,,,,,,,,,,,
('2017-04-13 12:17:40', 'RT @SimsOnFinance: JPM loan growth up 9% vs 2% expected.  Lower regs -&gt; Higher confidence among business leaders...\n\nhttps://t.co/76VHoGf9câ€_'),,,,,,,,,,,,
('2017-04-13 12:17:19', '$JPM eps better than expected, but still worse than Q4 of 2016. Should we be excited?  #stocks #investing #tradeideas #trading'),,,,,,,,,,,
('2017-04-13 12:17:05', '$C $BAC $WFC $JPM $GS:\n\nJPMorgan, Citigroup Beat Q1 Views; Wells Fargo To Report:\n\nhttps://t.co/QrfRXoAgwA'),,,,,,,,,,,
('2017-04-13 12:16:47', 'JPM loan growth up 9% vs 2% expected.  Lower regs -&gt; Higher confidence among business leaders...\n\nhttps://t.co/76VHoGf9cI\n\n$jpm'),,,,,,,,,,,,
('2017-04-13 12:16:18', '$ES_F BOTD $JPM $XOM https://t.co/vDxMOypWcp'),,,,,,,,,,,,
('2017-04-13 12:15:29', '$C trading up slightly to 58.80, while $WFC off $1 to 52.30, $JPM trading up a bit to $85.80\n\nDOW off 25pts\n10 Yr Yield 2.24%'),,,,,,,,,,
('2017-04-13 12:15:22', 'JPMorgan Chase $JPM trading at a 25% premium prior to earnings Thursday https://t.co/HiTSJWsLzu https://t.co/5aP87xzOa5'),,,,,,,,,,,,
('2017-04-13 12:15:02', '$GC_F $JNUG $GDXJ $XAUUSD Booom Boom out go the Lights $JPM $C $WFC $XLF $CL_F $XOM $SSEC $USDRUB https://t.co/oT8rcw7i5G'),,,,,,,,,,,,
('2017-04-13 12:14:35', 'RT @JAYELANG: Record 1Q #investmentbanking fees at $JPM: https://t.co/OMJAfQOgiy'),,,,,,,,,,,,
('2017-04-13 12:14:21', '$LRTTF $UBQU $VPRB $ADPT $JPM $AMD Good morning #traders and #investors #stocks to #watch #inittowinit'),,,,,,,,,,,,
('2017-04-13 12:14:15', 'RT @theflynews: On The Fly: What to watch in JPMorgan earnings report $JPM $BLK $INTU $MSFT $INTC https://t.co/FjDMajbPAl'),,,,,,,,,,,,
('2017-04-13 12:13:49', 'RT @jpmorgan: $JPM reports 1Q17 net income of $6.4B; $1.65 EPS on revenue of $25.6B; ROTCE of 13% https://t.co/fd6YicK60w'),,,,,,,,,,,,
('2017-04-13 12:13:37', 'RT @JAYELANG: Record 1Q #investmentbanking fees at $JPM: https://t.co/OMJAfQOgiy'),,,,,,,,,,,,
('2017-04-13 12:13:17'," ""RT @theflynews: Notable companies reporting before tomorrow's open $JPM $WFC $C $PNC $INFY $FRC $CBSH $FHN $APOG https://t.co/3qwhsP7QwX"")",,,,,,,,,,,,
('2017-04-13 12:13:07', '$WFC $BRK.A $JPM:\n\nWells Fargo shares slide after first-quarter earnings come in mixed:\n\nhttps://t.co/8MkuZuNUiM'),,,,,,,,,,,,
('2017-04-13 12:13:04', '$SPY $C $JPM $WFC Citigroup beats profit and revenue expectations'),,,,,,,,,,,,
('2017-04-13 12:12:26', 'jamie rips throats $JPM https://t.co/JCxxbaxYyI'),,,,,,,,,,,,
('2017-04-13 12:12:13', 'We are off to a strong start to the earnings season with the big banks: $JPM &amp; $WFC have both comfortably beaten expectations this morning.'),,,,,,,,,,,,
('2017-04-13 12:12:05', '$JPM JPMorgan Chase &amp; Co reported a nearly 17 percent jump in quarterly profit'),,,,,,,,,,,,
('2017-04-13 12:10:55', '$JPM JPMorgan Chase up over 1% in pre-market trading after it reported Q1 adjusted EPS of $1.57, better than consensus of $1.52.'),,,,,,,,,,,
('2017-04-13 12:10:55', '$JPM JPMorgan Chase up over 1% in pre-market trading after it reported Q1 adjusted EPS of $1.57, better than consensus of $1.52.'),,,,,,,,,,,
('2017-04-13 12:10:33'," ""Taking it to the banks"," and no softness for Adobe - today's stocks to watch: $JPM $C $WFC $ADBE https://t.co/ZL6gywClrN"")",,,,,,,,,,,
('2017-04-13 12:10:19', 'Earnings : Bad- $WFC , Good - $C $JPM $PNC $APOG\nFinancings : GLRS Pre IPOS : $CADE $HCC $WEXT \n$AAOI is going to benefit FNSR'),,,,,,,,,,,
('2017-04-13 12:09:43', '$JPM JPMorgan Chase posts stellar first quarter amid strong loan growth and trading revenue https://t.co/ErBD3muORi'),,,,,,,,,,,,
('2017-04-13 12:09:31'," ""Bank earn. aren't bad", $C $JPM," $WFC but unlikely 2 move them in big way given malaise &amp; amt of gains from efficienâ€_ https://t.co/5H14aJu4SC"")",,,,,,,,,,
('2017-04-13 12:09:16', 'RT @LiveSquawk: $JPM JPMorgan Q1 17 Earnings Results:\n-EPS: $1.65 (Estimate $1.62)\n-Revenue: $25.6B (Estimate $24.57B)'),,,,,,,,,,,,
('2017-04-13 12:08:43', '$SPY #BANKS Killed it $JPM $C $WFC'),,,,,,,,,,,,
('2017-04-13 12:07:22', 'Are financials going to rip or is this priced in? $JPM'),,,,,,,,,,,,
('2017-04-13 12:06:51', 'Jamie took a $500mm charge in student lending and still beat, bravo\n\n$JPM'),,,,,,,,,,,
('2017-04-13 12:06:05'," ""RT @LauraJKeller: $JPM trading results: FICC beats"," surprise equities uptick. Still don't know much about the loan growth debate https://t.â€_"")",,,,,,,,,,,
('2017-04-13 12:06:00', 'Jamie reigns as the best too big to fail leader $JPM'),,,,,,,,,,,,
('2017-04-13 12:05:36', 'RT @marketexclusive: JPMorgan Chase &amp; Co. (LON:JPM) Files An 8-K Results of Operations and Financial Condition https://t.co/cPoDQgfw2i $JPM'),,,,,,,,,,,,
('2017-04-13 12:05:16', 'Pre-mkt banks\n$C +.84%\n$JPM +.82%\n$BAC +.44%\n$WFC -.79%'),,,,,,,,,,,,
('2017-04-13 12:03:43', 'RT @satyvir91: $C and $JPM deleivering some solid earnings this AM'),,,,,,,,,,,,
('2017-04-13 12:02:45', '3 Stocks to Watch on Thursday: JPMorgan Chase, Advanced Micro Devices and ConocoPhillips $JPM $AMD $COP - https://t.co/4wYapVTfuM'),,,,,,,,,,,
('2017-04-13 12:02:38'," ""Looking like 'da banks are beating...  $XLF $JPM $C"")",,,,,,,,,,,,
('2017-04-13 12:02:29', 'JP Morgan Chase Gets a Hold from Oppenheimer $JPM https://t.co/QYFsrM0Xu3'),,,,,,,,,,,,
('2017-04-13 12:02:11', 'RT @marketexclusive: JPMorgan Chase &amp; Co. (LON:JPM) Files An 8-K Results of Operations and Financial Condition https://t.co/cPoDQgfw2i $JPM'),,,,,,,,,,,,
('2017-04-13 12:01:58', '$C and $JPM deleivering some solid earnings this AM'),,,,,,,,,,,,
('2017-04-13 12:01:13', 'RT @LiveSquawk: $JPM JPMorgan Q1 17 Earnings Results:\n-EPS: $1.65 (Estimate $1.62)\n-Revenue: $25.6B (Estimate $24.57B)'),,,,,,,,,,,,
('2017-04-13 12:00:06', 'RT @LiveSquawk: $JPM JPMorgan Q1 17 Earnings Results:\n-EPS: $1.65 (Estimate $1.62)\n-Revenue: $25.6B (Estimate $24.57B)'),,,,,,,,,,,,
('2017-04-13 12:00:01', 'A Peek Into The Markets: Stock Futures Mostly Lower Ahead Of Initial Jobless Claims https://t.co/I64EP1B2Rs $APOG $BIIB $BMY $CTSH $JPM $WBC'),,,,,,,,,,,,
('2017-04-13 11:58:10', '$C $.SPX $WFC $JPM:\n\nCitigroup earnings are coming â€” hereâ€™s what to expect:\n\nhttps://t.co/NaQ4xskXAS'),,,,,,,,,,,,
('2017-04-13 11:57:46', '$JPM Settle down, peeps. https://t.co/xmpjDHNj4T'),,,,,,,,,,,
('2017-04-13 11:57:30', '3 Stocks to Watch on Thursday: JPMorgan Chase, Advanced Micro Devices and ConocoPhillips $JPM $AMD $COP - https://t.co/VRRaoOKpQd'),,,,,,,,,,,
('2017-04-13 11:57:02'," ""RT @amberkanwar: #5things on a Thursday that's like a Friday \n$JPM $WFC $C #USD $DDC $AAPL $DIS https://t.co/l4eexwIZsp"")",,,,,,,,,,,,
('2017-04-13 11:56:42', 'remember $JPM is a DOW component, so every point up or down is about 8pts on the DOW Index.'),,,,,,,,,,,
('2017-04-13 11:56:25', '$JPM trading @ $86 in the pre-mkt chart needs to break through downtrend line at $87.50 to get going break below 84.50 look for drop to 80'),,,,,,,,,,,,
('2017-04-13 11:56:03', '$XBI yes emerging bios love lower interest rates $CLVS $CELG $SRPT $BLUE ; a great day to start rotation from banks $XLF $JPM $BAC $WFC'),,,,,,,,,,,,
('2017-04-13 11:55:55', 'RT @jpmorgan: $JPM reports 1Q17 net income of $6.4B; $1.65 EPS on revenue of $25.6B; ROTCE of 13% https://t.co/fd6YicK60w'),,,,,,,,,,,,
('2017-04-13 11:55:41', '$JPM JPMorgan profit jumps 17 percent on trading surge, underwriting https://t.co/9JiOgKgkjm'),,,,,,,,,,,
('2017-04-13 11:54:20', 'Global markets traded lower across the board and in early trading the DOW is off 40pts, even though $JPM handily beat its 1st Qtr estimates'),,,,,,,,,,,
('2017-04-13 11:54:09', '$JPM 1Q17 First Look #JamesMitchell: https://t.co/wNHzwkQvxT'),,,,,,,,,,,,
('2017-04-13 11:54:05'," ""RT @SallyPancakes: Jamie Dimon says 'U.S. consumers and businesses are healthy overall' thanks to pro-growth initiatives. https://t.co/lMEfâ€_"")",,,,,,,,,,,,
('2017-04-13 11:53:59'," ""RT @rcat20sk: @OptionsMike $JPM beats top and bottom @DougKass @RedDogT3 @petenajarian @karenfinerman Jamie 'U.S. consumers"," businesses areâ€_"")",,,,,,,,,,,
('2017-04-13 11:53:14', 'RT @marketexclusive: JPMorgan Chase &amp; Co. (LON:JPM) Files An 8-K Results of Operations and Financial Condition https://t.co/cPoDQgfw2i $JPM'),,,,,,,,,,,,
('2017-04-13 11:53:03', '$JPM $PNC $AAPL $DIS:\n\nEarly movers: JPM, PNC, AAPL, DIS, GS, WFC, TSLA, SEAS &amp; more:\n\nhttps://t.co/IH8kmlTFif'),,,,,
('2017-04-13 11:52:41', 'RT @SwatOptions: $JPM JPMorgan beats, investment bank has a record quarter https://t.co/5jz3ziyeWx'),,,,,,,,,,,
('2017-04-13 11:52:32', 'Watch List: Thursday, April 13, 2017 â€“ Earnings Season Begins \n$JPM $C $WFC $SPY $SPX $IBM $NFLX $EBAY $GS $BAC \nhttps://t.co/pcxwlQ5L2U'),,,,,,,,,,
('2017-04-13 11:52:26', 'JP Morgan - Big revenue beat.  @jpmorgan $JPM @LiveSquawk       Shares up pre-market. https://t.co/NmiERhlVIs'),,,,,,,,,,,,
('2017-04-13 11:51:32'," ""@OptionsMike $JPM beats top and bottom @DougKass @RedDogT3 @petenajarian @karenfinerman Jamie 'U.S. consumers"," busiâ€_ https://t.co/EopDDhIJiS"")",,,,,,,,,,,
('2017-04-13 11:51:26'," ""#5things on a Thursday that's like a Friday \n$JPM $WFC $C #USD $DDC $AAPL $DIS https://t.co/l4eexwIZsp"")",,,,,,,,,,,,
('2017-04-13 11:51:26'," ""Ahead of $WFC &amp; $C plus $JPM analyst call"," here's our @BloombergTV big-bank preview @RamyInocencio &amp; @HaidiLunâ€_ https://t.co/DWeT0c2eDE"")",,,,,,,,,,,
('2017-04-13 11:51:23', 'RT @Chase: $JPM reports 1Q17 net income of $6.4B, $1.65 EPS on revenue of $25.6B; ROTCE of 13%. https://t.co/DkixRg0t3h'),,,,,,,,,,,
('2017-04-13 11:51:03'," ""RT @SallyPancakes: Jamie Dimon says 'U.S. consumers and businesses are healthy overall' thanks to pro-growth initiatives. https://t.co/lMEfâ€_"")",,,,,,,,,,,,
('2017-04-13 11:50:43', 'pretty scary for $WFC &amp; $jpm as well https://t.co/CC2xFa2P9s'),,,,,,,,,,,,
('2017-04-13 11:50:15', '$JPM 1Q17 PR: Net income rose 17% YoY to $6.48Bil. Net revenue was $25.6Bil, up 6%. EPS grew 22% to $1.65.â€_ https://t.co/pPHnqSwGZa'),,,,,,,,,,,
('2017-04-13 11:50:00', '$JPM - After a good set of results where will shares get to? - https://t.co/OFXKii65k4'),,,,,,,,,,,,
('2017-04-13 11:49:22'," ""RT @SallyPancakes: Jamie Dimon says 'U.S. consumers and businesses are healthy overall' thanks to pro-growth initiatives. https://t.co/lMEfâ€_"")",,,,,,,,,,,,
('2017-04-13 11:48:59', 'RT @randomdevtest13: JPMorgan Crushes Estimates as Pro-Growth Agenda Fuels Investment Bank $JPM https://t.co/4jZrbr4yBz https://t.co/YwDnV8â€_'),,,,,,,,,,,,
('2017-04-13 11:48:45', '$JPM earnings reflect a consumer breakdown.'),,,,,,,,,,,,
('2017-04-13 11:48:44', 'RT @Harambecapital: Lots of leases coming to expiration soon. Car makers and banks will struggle with this realization $jpm $c $wfc #harambâ€_'),,,,,,,,,,,,
('2017-04-13 11:48:34'," 'RT @leedr4alll: $JPM Beats on all main metrics @cnbc struggling to keep their ""banks will go lower"" thesis alive')",,,,,,,,,,,,
('2017-04-13 11:48:18', 'RT @rktrades: $JPM JPMorgan Chase earnings and sales easily beat expectations https://t.co/R2MBfdbkl9 https://t.co/R2MBfdbkl9'),,,,,,,,,,,,
('2017-04-13 11:48:13', 'RT @jpmorgan: $JPM reports 1Q17 net income of $6.4B; $1.65 EPS on revenue of $25.6B; ROTCE of 13% https://t.co/fd6YicK60w'),,,,,,,,,,,,
('2017-04-13 11:47:10', 'RT @LauraJKeller: Mortgage fees crashed down 39% yoy at $JPM. What does it foretell for @WellsFargo, the biggest mortgage lender in the natâ€_'),,,,,,,,,,,
('2017-04-13 11:46:54'," '$JPM Beats on all main metrics @cnbc struggling to keep their ""banks will go lower"" thesis alive')",,,,,,,,,,,,
('2017-04-13 11:46:51', 'Morning Call For Thursday, April 13 $VIX $TNX $ABT $EGN $JPM $SIX $WFC $ULTI $AAOI https://t.co/iR4o9aztM5'),,,,,,,,,,,
('2017-04-13 11:45:47', 'RT @jpmorgan: $JPM reports 1Q17 net income of $6.4B; $1.65 EPS on revenue of $25.6B; ROTCE of 13% https://t.co/fd6YicK60w'),,,,,,,,,,,,
('2017-04-13 11:45:14', 'US Q1 EARNINGS SEASON: JPMorgan Chase &amp; Co $JPM Sees First Quarter Results Top Estimates https://t.co/I5m5HZBRt2 Caâ€_ https://t.co/RO8j1zS2sR'),,,,,,,,,,,,
('2017-04-13 11:44:26', 'Been pacing through the $JPM presentation deck.  Must admit i am struggling to justify more than something in the $â€_ https://t.co/njAEcAcCaK'),,,,,,,,,,,,
('2017-04-13 11:43:53', 'RT @ibc_fn: $JPM beats by 0.12'),,,,,,,,,,,,
('2017-04-13 11:43:13', '$JPM:\n\nJPMorganâ€™s profit beats estimates on increased trading:\n\nhttps://t.co/Rpp2EAWb2w'),,,,,,,,,,,,
('2017-04-13 11:42:50', '#JPM Beats As FICC Revenues Jump, Offset By Troubling Spike In Credit Card Charge Offs $JPM https://t.co/oJILK5hghi'),,,,,,,,,,,
('2017-04-13 11:42:34', '#JPMorganChase #organChase posts stellar first quarter amid strong loan growth and trading r... Read more: https://t.co/GqLN2eljig $JPM'),,,,,,,,,,,,
('2017-04-13 11:42:03', 'RT @Selerity: #BREAKING: JP Morgan Chase $JPM Q1 Earnings Per Share (EPS) $1.65'),,,,,,,,,,,,
('2017-04-13 11:41:32', 'Q2 2017 EPS Estimates for JPMorgan Chase &amp; Co. $JPM Boosted by Analyst https://t.co/8SF8ym3xWU'),,,,,,,,,,,,
('2017-04-13 11:40:45'," ""RT @SallyPancakes: Jamie Dimon says 'U.S. consumers and businesses are healthy overall' thanks to pro-growth initiatives. https://t.co/lMEfâ€_"")",,,,,,,,,,,,
('2017-04-13 11:40:23', 'Q2 2017 EPS Estimates for JPMorgan Chase &amp; Co. $JPM Boosted by Analyst https://t.co/BD3HlE1guh #stocks'),,,,,,,,,,,,
('2017-04-13 11:39:57', 'RT @IcemanTrading: Some ER PM \n\n$APOG $CHKE $C $CBSH $FHN $FRC $INFY $JPM $PACW $PNC $TSM $WFC https://t.co/B5pNDT30Aq'),,,,,,,,,,,,
('2017-04-13 11:39:12'," ""Futures Lower as Trump Says Dollar 'Too Strong","' JPMorgan Beats Estimates $JPM https://t.co/vyUApLOYOd https://t.co/OIb0lSmqKI"")",,,,,,,,,,,
('2017-04-13 11:39:12', 'Q2 2017 EPS Estimates for JPMorgan Chase &amp; Co. $JPM Boosted by Analyst https://t.co/1dXYJSAC3I'),,,,,,,,,,,,
('2017-04-13 11:39:07', 'JPMorgan Crushes Estimates as Pro-Growth Agenda Fuels Investment Bank $JPM https://t.co/4jZrbr4yBz https://t.co/YwDnV8TOEv'),,,,,,,,,,,,
('2017-04-13 11:39:03', '$JPM:\n\nFutures down on Trumpâ€™s dollar remark; bank earnings eyed:\n\nhttps://t.co/7HF425Dl8v'),,,,,,,,,,,,
('2017-04-13 11:38:56', 'Getting ready to talk bank STOCKS on @SquawkCNBC for first time in years.... $JPM $BAC $WFC $C $USB'),,,,,,,,,,,,
('2017-04-13 11:38:07', 'RT @giamaga: JPMorgan Chase beats by $0.13, beats on revenue $JPM $jpm https://t.co/eGRkLdeWhR'),,,,,,,,,,,
('2017-04-13 11:38:07'," ""$JPM - J.P. Morgan's Earnings Climb"," Boosted by Trading -- Update https://t.co/whTELD6U6N"")",,,,,,,,,,,
('2017-04-13 11:37:58'," ""@IvanTheK That mean you're unimpressed by $JPM or that you think it'll be unrepresentative? (honestly I don't have a view)"")",,,,,,,,,,,,
('2017-04-13 11:37:01', 'Investment banking drives JPM beat; consumer results weaken $JPM https://t.co/l5ouTpCZI6'),,,,,,,,,,,,
('2017-04-13 11:37:01', '$JPM beats guesses on strong equity trading results as investors see who can be last to the party.  #toptick #anal'),,,,,,,,,,,,
('2017-04-13 11:36:54', 'RT @EconomicKoala: .13 above estimates is pretty good to me keep it up $JPM! $SPY $SPX  $DIA #optionstrading'),,,,,,,,,,,,
('2017-04-13 11:36:48', 'RT @SwatOptions: $JPM JPMorgan beats, investment bank has a record quarter https://t.co/5jz3ziyeWx'),,,,,,,,,,,
('2017-04-13 11:36:10', 'Check $JPM Pre Hour Chart (#earnings day) on Stock Station https://t.co/VP7pFiXh0j via @YouTube'),,,,,,,,,,,,
('2017-04-13 11:35:00', '$JPM Earnings Report | Stocks to Trade 4-13-17 $YELP $SWFT $SPY Game Plan\nhttps://t.co/uHXHRYMvuT https://t.co/kW0mn2t6UJ'),,,,,,,,,,,,
('2017-04-13 11:34:49', 'RT @LiveSquawk: $JPM JPMorgan Q1 17 Earnings Results:\n-EPS: $1.65 (Estimate $1.62)\n-Revenue: $25.6B (Estimate $24.57B)'),,,,,,,,,,,,
('2017-04-13 11:34:29', '.13 above estimates is pretty good to me keep it up $JPM! $SPY $SPX  $DIA #optionstrading'),,,,,,,,,,,,
('2017-04-13 11:33:14', '$JPM:\n\nA Peek Into The Markets: US Stock Futures Mostly Lower Ahead Of â€_:\n\nhttps://t.co/CFnEewk9Qe'),,,,,,,,,,,,
